Desc,Cantidad,Valor,Fecha,Lugar,UUID
PEAJE ALPUYECA,3,51.72,2014-05-01T01:30:52,52772,3E46E975-9533-051D-7E25-B5387E3E686B
PEAJE LA VENTA,2,86.21,2014-05-01T01:30:52,52772,3E46E975-9533-051D-7E25-B5387E3E686B
PEAJE PALO BLANCO,2,99.14,2014-05-01T01:30:52,52772,3E46E975-9533-051D-7E25-B5387E3E686B
PEAJE PASO MORELOS,1,107.76,2014-05-01T01:30:52,52772,3E46E975-9533-051D-7E25-B5387E3E686B
PEAJE SEG PISO A.U. NORTE,2,15.09,2014-05-01T01:30:52,52772,3E46E975-9533-051D-7E25-B5387E3E686B
PEAJE SEG PISO A.U. NORTE,1,15.47,2014-05-01T01:30:52,52772,3E46E975-9533-051D-7E25-B5387E3E686B
PEAJE SEG PISO A.U. NORTE,3,26.82,2014-05-01T01:30:52,52772,3E46E975-9533-051D-7E25-B5387E3E686B
PEAJE SEG PISO A.U. NORTE,1,28.52,2014-05-01T01:30:52,52772,3E46E975-9533-051D-7E25-B5387E3E686B
PEAJE SEGUNDO PISO,3,14.9,2014-05-01T01:30:52,52772,3E46E975-9533-051D-7E25-B5387E3E686B
PEAJE TLALPAN,8,81.9,2014-05-01T01:30:52,52772,3E46E975-9533-051D-7E25-B5387E3E686B
ALIMENTOS Y BEBIDA,1,98.71,2014-06-19T13:07:08,55459,92C0BC72-1D1D-41B7-987B-B28B5B006427
ALIMENTOS Y BEBIDA,1,93.97,2014-06-19T13:07:08,55459,92C0BC72-1D1D-41B7-987B-B28B5B006427
Consumo de Alimentos,1,280.17,2014-08-19T18:31:35,97260,FC93F1DC-69FA-4782-AF65-99C1BFD25991
CONSUMO DE ALIMENTOS Y BEBIDAS,1,693.97,2014-03-26T23:23:35,,1E158DCC-70D1-4C7A-8D56-2B6947B6401B
IMPORTE DE BOLETOS DE PEAJE(CASETA CUENCAME),2,95.6897,2014-06-09T10:59:01,,69EC2F10-C5EF-E341-8D0B-47B0D544ED33
IMPORTE DE BOLETOS DE PEAJE(CASETA DURANGO),2,81.0345,2014-06-09T10:59:01,,69EC2F10-C5EF-E341-8D0B-47B0D544ED33
IMPORTE DE BOLETOS DE PEAJE(CASETA LEON GUZMAN),2,93.1034,2014-06-09T10:59:01,,69EC2F10-C5EF-E341-8D0B-47B0D544ED33
IMPORTE DE BOLETOS DE PEAJE(CASETA YERBANIS),2,93.1034,2014-06-09T10:59:01,,69EC2F10-C5EF-E341-8D0B-47B0D544ED33
Hospedaje del 29/05/2014 al 30/05/2014,1,1310.92,2014-05-29T17:49:28,33000,C56F35A9-5666-4948-9EE1-387AA10960F3
CONSUMO,1,497.41,2014-07-15T20:25:16,15620,329337CB-7BD1-49DB-9D6C-C6B10D2C5B0F
RESTAURANTE,1,232.76,2014-06-29T22:16:16,57205,ac6eb8b2-6e09-4486-878b-5a475d13115c
CONSUMO,1,1143.39,2014-08-05T13:11:10,45160,E8BA52B2-795F-49AC-88C8-1451055E5DAB
ENGARG MET PLAST,9,20.68965,2014-04-27T12:54:57,54720,2EB78B2B-A1FB-4611-A074-D7695F36AF71
IMP  BN CARTA 101,130,0.64655,2014-04-27T12:54:57,54720,2EB78B2B-A1FB-4611-A074-D7695F36AF71
IMP  COLOR CARTA 1,5,10.34427,2014-04-27T12:54:57,54720,2EB78B2B-A1FB-4611-A074-D7695F36AF71
CONSUMO,1,89.66,2014-07-08T14:13:45,63175,37C1C01A-8C0F-4F0F-8265-E28A1508AF0F
ESTACIONAMIENTO,1,23.81,2014-06-20T07:17:01,72400,5dddab2e-6108-4269-9363-26340e1c1b28
CONSUMO,1,331.03,2014-09-11T16:55:13,94300,6EAF22A3-3124-4B20-9924-CB939B280161
IMP  COLOR D/CARTA,3,13.7931,2014-04-14T18:27:33,45055,C31D19B9-C274-44B5-B765-0EF9ABBAAED4
ESTUCHE SLIM P/CD,1,68.10345,2014-04-14T18:27:33,45055,C31D19B9-C274-44B5-B765-0EF9ABBAAED4
CD-R 52X 50 PZS SP,1,119.82759,2014-04-14T18:27:33,45055,C31D19B9-C274-44B5-B765-0EF9ABBAAED4
ETIQUETAS D/C 165G,3,4.22413,2014-04-14T18:27:33,45055,C31D19B9-C274-44B5-B765-0EF9ABBAAED4
IMP  COLOR D/CARTA,1,13.7931,2014-04-14T18:27:33,45055,C31D19B9-C274-44B5-B765-0EF9ABBAAED4
ETIQUETAS D/C 165G,1,4.22414,2014-04-14T18:27:33,45055,C31D19B9-C274-44B5-B765-0EF9ABBAAED4
CONSUMO,1,310.345,2014-04-30T19:48:25,83449,35A021C5-70F4-4072-A15A-17810C25E87C
ALIMENTOS Y BEBIDA,1,134.48,2014-06-26T12:27:14,86500,B1DB657C-D910-4274-860F-B87E8E49EEAA
ALIMENTOS Y BEBIDA,1,125,2014-06-26T12:27:14,86500,B1DB657C-D910-4274-860F-B87E8E49EEAA
CONSUMO DE ALIMENTOS,1,273.28,2014-05-26T20:11:15,4500,d9479e5c-7ad9-4846-9336-d73a59dc038f
Pago de peaje efectivo,1,56.03,2014-06-13T18:48:27,62130,326C3B87-0366-412D-B966-CCBDF3D9B541
CONSUMO,1,262.07,2014-08-28T10:24:22,53125,725A5BDE-A646-402E-AA82-3B9918E88538
COCA COLA,8,23.02,2014-06-13T15:11:20,54750,F9056655-2EEF-44D6-A3BE-8858581242CF
KARATE CACAH,10,9.9,2014-06-13T15:11:20,54750,F9056655-2EEF-44D6-A3BE-8858581242CF
BOTANA SUR,1,24.9,2014-06-13T15:11:20,54750,F9056655-2EEF-44D6-A3BE-8858581242CF
BOTANA SUR,1,24.9,2014-06-13T15:11:20,54750,F9056655-2EEF-44D6-A3BE-8858581242CF
BOTANA SUR,1,24.9,2014-06-13T15:11:20,54750,F9056655-2EEF-44D6-A3BE-8858581242CF
BOTANA SUR,1,24.9,2014-06-13T15:11:20,54750,F9056655-2EEF-44D6-A3BE-8858581242CF
BOTANA SUR,1,24.9,2014-06-13T15:11:20,54750,F9056655-2EEF-44D6-A3BE-8858581242CF
ADES BEBIDA,1,14.55,2014-06-13T15:11:20,54750,F9056655-2EEF-44D6-A3BE-8858581242CF
ADES JUGO MA,1,14.55,2014-06-13T15:11:20,54750,F9056655-2EEF-44D6-A3BE-8858581242CF
ADES JUGO DU,1,14.55,2014-06-13T15:11:20,54750,F9056655-2EEF-44D6-A3BE-8858581242CF
ADES JUGO MA,1,14.55,2014-06-13T15:11:20,54750,F9056655-2EEF-44D6-A3BE-8858581242CF
ADES BEBIDA,1,14.55,2014-06-13T15:11:20,54750,F9056655-2EEF-44D6-A3BE-8858581242CF
GUAYABA,1,13.9,2014-06-13T15:11:20,54750,F9056655-2EEF-44D6-A3BE-8858581242CF
MANZANA,1,13.35,2014-06-13T15:11:20,54750,F9056655-2EEF-44D6-A3BE-8858581242CF
40PZ MINIBRI,1,146.51,2014-09-17T12:08:15,72410,51C32D00-7241-4ED6-B945-7AF78E805CFC
242355PEPS M,1,98.47,2014-09-17T12:08:15,72410,51C32D00-7241-4ED6-B945-7AF78E805CFC
14P PAKETINE,1,86.96,2014-09-17T12:08:15,72410,51C32D00-7241-4ED6-B945-7AF78E805CFC
14P PAKETINE,1,86.96,2014-09-17T12:08:15,72410,51C32D00-7241-4ED6-B945-7AF78E805CFC
29 PZ SABRIM,1,59.33,2014-09-17T12:08:15,72410,51C32D00-7241-4ED6-B945-7AF78E805CFC
29 PZ SABRIM,1,59.33,2014-09-17T12:08:15,72410,51C32D00-7241-4ED6-B945-7AF78E805CFC
CONSUMO DE ALIMENTOS,1,211.21,2014-03-25T15:12:09,77710,B3844930-E002-4527-A89D-F2ADB08CC87C
"Folio: 285261, Carril:1. Peaje autopista Guanajuato - Silao",1,27,2014-09-30T16:59:10,36000,4D90A2B1-8BD8-4DDA-A4C7-59D92074ED79
"Folio: 179292, Carril:5. Peaje autopista Guanajuato - Silao",1,27,2014-09-30T16:59:10,36000,4D90A2B1-8BD8-4DDA-A4C7-59D92074ED79
"Folio: 315751, Carril:2. Peaje autopista Guanajuato - Silao",1,27,2014-09-30T16:59:10,36000,4D90A2B1-8BD8-4DDA-A4C7-59D92074ED79
"Folio: 190261, Carril:5. Peaje autopista Guanajuato - Silao",1,27,2014-09-30T16:59:10,36000,4D90A2B1-8BD8-4DDA-A4C7-59D92074ED79
"Folio: 74683, Carril:6. Peaje autopista Guanajuato - Silao",1,27,2014-09-30T16:59:10,36000,4D90A2B1-8BD8-4DDA-A4C7-59D92074ED79
"Folio: 199440, Carril:5. Peaje autopista Guanajuato - Silao",1,27,2014-09-30T16:59:10,36000,4D90A2B1-8BD8-4DDA-A4C7-59D92074ED79
REFRESCOS 8 PACK LATA COCA CO,1,44.83,2014-06-10T17:00:25,4700,ED4628EB-81C4-4928-9426-652CC3EFEF94
TE DE LIMON GOLDEN HILLS,1,6.37,2014-06-10T17:00:25,4700,ED4628EB-81C4-4928-9426-652CC3EFEF94
TE DE MANZANILLA GOLDEN HILLS,1,6.36,2014-06-10T17:00:25,4700,ED4628EB-81C4-4928-9426-652CC3EFEF94
TE DE HIERBABUENA GOLDEN HILL,1,6.37,2014-06-10T17:00:25,4700,ED4628EB-81C4-4928-9426-652CC3EFEF94
ENDULZANTE SPLENDA,1,63.1,2014-06-10T17:00:25,4700,ED4628EB-81C4-4928-9426-652CC3EFEF94
CLASICO DAWN JAR 12X95G MX NE,2,30.87,2014-06-10T17:00:25,4700,ED4628EB-81C4-4928-9426-652CC3EFEF94
JUGO GUAYABA MINIBRIK JUMEX,5,4,2014-06-10T17:00:25,4700,ED4628EB-81C4-4928-9426-652CC3EFEF94
JUGO MANGO MINIBRIK JUMEX,10,4,2014-06-10T17:00:25,4700,ED4628EB-81C4-4928-9426-652CC3EFEF94
JUGO DURAZNO MINIBRIK JUMEX,5,4,2014-06-10T17:00:25,4700,ED4628EB-81C4-4928-9426-652CC3EFEF94
AGUA NATURAL E PURA,2,19,2014-06-10T17:00:25,4700,ED4628EB-81C4-4928-9426-652CC3EFEF94
AZUCAR GOLDEN HILLS 2 KG.,1,23.5,2014-06-10T17:00:25,4700,ED4628EB-81C4-4928-9426-652CC3EFEF94
GALLETA GAMESA 486 GRS,2,36.21,2014-06-10T17:00:25,4700,ED4628EB-81C4-4928-9426-652CC3EFEF94
GALLETA OREO 486 GRS,1,31.67,2014-06-10T17:00:25,4700,ED4628EB-81C4-4928-9426-652CC3EFEF94
GALLETAS NABISCO 342 GRS,1,24.77,2014-06-10T17:00:25,4700,ED4628EB-81C4-4928-9426-652CC3EFEF94
Servicio de Transportación Terrestre,1,310,2014-08-05T16:22:37,15520,8BA5FC92-106A-4679-8245-880486AA7F83
Estacionamiento de autos,1,417.24,2014-05-05T21:49:41,15620,A4833293-8E9D-44FF-B862-CC499ABEE698
CONSUMO SEGÚN FOLIO 7842 DE FECHA 21/03/2014,1,461.21,2014-04-05T20:06:56,25253,5a4c95f7-0af3-4536-bba8-11d79c01ceeb
CARBON ECONOMAX 3.00 KG,2,35.78,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
COCA COLA 2.5LT,1,19.83,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
COCA COLA LIGHT 2.5LT,1,18.97,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
SPRITE 3 LTS,1,16.81,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
HEB JGO CUBIERT MED 48PZ,1,29.22,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
ECONOMAX SERVILLETAS,1,10.26,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
HCF VASO TERMICO 12 OZ,1,11.21,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
HCF PLATO CARTON 80 PZ,1,37.66,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
SALSA ASADA VERDE,2,18.95,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
SALSA CHIPOTLE,2,15.95,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
CARRANCO QUESO ASAD.400,2,67.9,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
LIMON AGRIO.,0,16.9,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
PAPA BLANCA,1,24.85,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
CEBOLLA BLANCA.,2,10.92,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
RIB PREMIUM,2,70.34,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
AGUJA S/HUESO CAB PREMIUM,2,57.24,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
ARRACHERA LIMPIA D/RES PA,2,87.71,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
T.BONE FRESCO PARA ASA,3,107.8,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
Consumo-consumo de alimentos,1,150,2014-04-10T19:40:26,58260,6987C82A-8FBB-407E-AA85-DC0DAD6B81F6
CROB 1-100,72,0.77583,2014-07-14T15:22:17,20270,8C445DD7-A13C-4DE5-A2E5-3188977FDFEC
CONSUMO DE ALIMENTOS,1,740,2014-01-06T11:10:21,44150,54B8DA64-33A3-41AE-ACC3-549727A0AD60
CONSUMO,1,335.35,2014-07-22T18:01:52,80020,47E036C0-6AC1-4B0E-AAC9-8DB7090BC444
REVISION GENERAL,1,543.48,2014-07-18T15:21:51,91800,9de61421-0861-42ce-9c67-bdda6d318e02
LAVADO DE CARROCERIA,1,56.85,2014-07-18T15:21:51,91800,9de61421-0861-42ce-9c67-bdda6d318e02
CONSUMO,1,65.38,2014-06-05T21:05:17,53310,F5FCFAF4-0F2F-4E38-AC2B-256FA07C64AC
ALIMENTOS Y BEBIDA,1,128.88,2014-03-15T08:45:39,64720,E93D23A7-E554-4835-96BE-A84F7C5D547F
ALIMENTOS Y BEBIDA,1,134.48,2014-03-15T08:45:39,64720,E93D23A7-E554-4835-96BE-A84F7C5D547F
CONSUMO DE ALIMENTOS,1,80.18,2014-03-19T23:01:39,40000,5EFA602A-FD72-424B-B0ED-03E3DC36FF21
PEAJE EFECTIVO311212231120140920214932via201941,1,35.3448,2014-09-24T16:51:27,11529,CF82F552-9537-49CC-AC81-272F971D4644
ALIMENTOS Y BEBIDA,1,131.9,2014-09-12T08:59:03,87049,0919EA05-C415-4374-A41D-9FBE304A3330
ALIMENTOS Y BEBIDA,1,131.55,2014-04-25T11:05:24,2080,AACF78A5-06AC-47EB-B1BA-5528B53758CD
IMPORTE DE BOLETOS DE PEAJE(CASETA CUENCAME),2,95.6897,2014-06-09T10:59:01,,69EC2F10-C5EF-E341-8D0B-47B0D544ED33
IMPORTE DE BOLETOS DE PEAJE(CASETA DURANGO),2,81.0345,2014-06-09T10:59:01,,69EC2F10-C5EF-E341-8D0B-47B0D544ED33
IMPORTE DE BOLETOS DE PEAJE(CASETA LEON GUZMAN),2,93.1034,2014-06-09T10:59:01,,69EC2F10-C5EF-E341-8D0B-47B0D544ED33
IMPORTE DE BOLETOS DE PEAJE(CASETA YERBANIS),2,93.1034,2014-06-09T10:59:01,,69EC2F10-C5EF-E341-8D0B-47B0D544ED33
CONSUMO DE ALIMENTOS,1,350.86,2014-06-27T12:18:13,76750,C278DC06-B787-4478-9709-AC684AD18D04
ALIMENTOS,1,114.87,2014-04-26T09:18:59,92773,8881f7aa-a942-44f3-9b9a-55d739f0d69f
BEBIDAS,1,30.17,2014-04-26T09:18:59,92773,8881f7aa-a942-44f3-9b9a-55d739f0d69f
ALIMENTOS Y BEBIDA,1,99.14,2014-08-07T22:27:15,42064,29D285C7-36D7-4E09-9C05-9461F674EF90
ALIMENTOS Y BEBIDA,1,79.31,2014-08-07T22:27:15,42064,29D285C7-36D7-4E09-9C05-9461F674EF90
ALIMENTOS Y BEBIDA,1,82.76,2014-08-07T22:27:15,42064,29D285C7-36D7-4E09-9C05-9461F674EF90
Consumo de Alimentos,1,125,2014-07-30T17:50:53,54030,187BF28A-87F2-4BA7-A505-72D3B9E13329
PAQ POLLO ROSTIZADO,1,81.9,2014-07-22T12:39:35,66470,751F0D44-5406-4DDC-9434-CDB498DAF8BB
SNICKERS,1,11,2014-07-22T12:39:35,66470,751F0D44-5406-4DDC-9434-CDB498DAF8BB
PAQ PAN BOCADILLO,1,35,2014-07-22T12:39:35,66470,751F0D44-5406-4DDC-9434-CDB498DAF8BB
CONSUMO SEGÚN FOLIO 5938 DE FECHA 16/07/2014,1,315.53,2014-07-19T11:35:07,44130,9123983b-abb2-4f31-b33f-b26773f138c7
CHAROLA DE C,1,176.21,2014-09-26T19:50:48,76187,2347AEF6-7811-426E-8C03-0F2C45B26BC4
BOLLOSQUESO,1,61.27,2014-09-26T19:50:48,76187,2347AEF6-7811-426E-8C03-0F2C45B26BC4
AUTO SENCILLO 2 EJES SENCILLOS,5,30.17,2014-07-17T01:21:44,5120,9109D7DF-3799-4F4A-BF60-29BCD539783C
consumo de alimentos,1,1057.76,2014-09-15T14:37:10,0,2A1803E2-E0A7-4A86-A6E7-AF696C148A7E
Consumo,1,327.59,2014-09-12T15:11:43,81200,7C28DA66-FD19-495C-9FFA-7DC9451EA137
CONSUMO,1,575.61,2014-07-22T18:33:46,44630,BDF51013-2D46-45C2-9D95-9CED94DAC2DD
CONSUMO DE ALIMENTOS Y BEBIDAS,1,166.38,2014-04-06T21:15:59,,F7287B55-C694-45AE-918A-BF3B54B5896A
BISTEC CON PAPAS,1,84.0517,2014-09-30T13:15:12,,B3C7ED4D-1F7F-481A-8FB7-B88788E85C0D
JUGO DE NARANJA,1,28.0172,2014-09-30T13:15:12,,B3C7ED4D-1F7F-481A-8FB7-B88788E85C0D
CLUB SANDWICH,1,71.5517,2014-09-30T13:15:12,,B3C7ED4D-1F7F-481A-8FB7-B88788E85C0D
CAFÉ AMERICANO,3,17.2414,2014-09-30T13:15:12,,B3C7ED4D-1F7F-481A-8FB7-B88788E85C0D
AGUA NATURAL 600 ML,1,18.1034,2014-09-30T13:15:12,,B3C7ED4D-1F7F-481A-8FB7-B88788E85C0D
MANZANITA SOL,1,23.2759,2014-09-30T13:15:12,,B3C7ED4D-1F7F-481A-8FB7-B88788E85C0D
CONSUMO SEGÚN FOLIO 4427 DE FECHA 12/01/2014,1,232.76,2014-01-12T23:03:26,6600,0db8e025-c40e-490e-8a04-19001ee590c6
ALIMENTOS Y BEBIDA,1,22.41,2014-08-02T17:59:02,3100,49CA8E44-7E7E-4A05-8B61-1274D1826673
ALIMENTOS Y BEBIDA,1,53.02,2014-08-02T17:59:02,3100,49CA8E44-7E7E-4A05-8B61-1274D1826673
CONSUMO,1,139.6552,2014-07-01T22:09:58,32315,ff9e2f38-214d-4b31-9da7-12a66688d427
CONSUMO DE RESTAURANTE,1,229.31,2014-06-09T13:37:22,97000,E7ECB0A2-9E18-4978-BEE8-27CE52B399EF
CARTUCHO CANON PG-210 BK NEGRO,1,283.62,2014-05-20T22:37:10,22540,FEAD58B9-C799-49E6-AB5E-6452698FEE2B
CONSUMO DE ALIMENTOS,1,315.52,2014-03-27T11:33:11,96398,7605C534-A948-4F20-86E8-2A81AEF75894
CONSUMO,1,298.27,2014-05-05T13:19:40,6760,3a3f5f84-ea2f-4b90-a19e-38b6513a55ea
8/126 OREO ESPECIAL,1,54.22,2014-08-22T19:17:34,86090,9F67E232-EB0F-454D-B128-7537034EA9BB
24/55G BARRITAS P,4,97.2,2014-08-22T19:17:34,86090,9F67E232-EB0F-454D-B128-7537034EA9BB
24/55G BARRITAS F,3,97.2,2014-08-22T19:17:34,86090,9F67E232-EB0F-454D-B128-7537034EA9BB
Consumo,1,190.52,2014-05-15T15:20:51,88280,97BB8D70-39C2-E7F2-2979-D1FB4EE27BB1
SERVICIO CONSUMO DE ALIMENTOS Y BEBIDAS,1,1171.12,2014-05-26T17:09:29,,52D1D153-2436-451A-A2C8-06F9954073DB
IMPRESION CARTA B&N 1-99 HOJAS,27,0.6,2014-04-14T18:45:49,7070,267FE295-7FE2-4D6F-A3D6-6E2D7568AE6F
CONSUMO,1,105.3448,2014-07-03T21:42:22,76010,b4f114df-d195-47ab-9902-be4a29e83bba
Transportación Aerea,1,267,2014-09-29T10:20:31,6500,1d8ada06-a8a1-4bd8-9356-851b5da28108
Cargos Administrativos,1,390,2014-09-29T10:20:31,6500,1d8ada06-a8a1-4bd8-9356-851b5da28108
TUA,1,361,2014-10-03T10:41:09,6500,5fc3925a-d08a-4cdc-be7e-ca02bd488d5b
Transportación Aérea OAL,1,2883,2014-10-03T10:41:09,6500,5fc3925a-d08a-4cdc-be7e-ca02bd488d5b
YRI,1,21,2014-10-03T10:41:09,6500,5fc3925a-d08a-4cdc-be7e-ca02bd488d5b
CONSUMO,1,82.59,2014-09-22T11:25:25,6000,916CED3E-3DD2-4C5C-A6E5-67E75D1294FA
"SERV MARCH/VERSA 20,60,140,180",1,650.38,2014-04-07T13:45:55,91800,8148ab07-5804-4b2b-b37c-5323b394907a
"LIMP.AJUSTE FRENOS MARCH,VERSA",1,195.54,2014-04-07T13:45:55,91800,8148ab07-5804-4b2b-b37c-5323b394907a
ALINEACION  4 RUEDAS ALUMINIO,1,217.77,2014-04-07T13:45:55,91800,8148ab07-5804-4b2b-b37c-5323b394907a
BALANCEO RIN ALUM. INCL. PLOMO,1,217.77,2014-04-07T13:45:55,91800,8148ab07-5804-4b2b-b37c-5323b394907a
MAT. TALLER,1,110,2014-04-07T13:45:55,91800,8148ab07-5804-4b2b-b37c-5323b394907a
ARANDELA CARTER  (P),1,14.03,2014-04-07T13:45:55,91800,8148ab07-5804-4b2b-b37c-5323b394907a
FILTRO ACEITE,1,85.65,2014-04-07T13:45:55,91800,8148ab07-5804-4b2b-b37c-5323b394907a
TUERCA DE SEGURIDAD,2,34.41,2014-04-07T13:45:55,91800,8148ab07-5804-4b2b-b37c-5323b394907a
LIMPIADOR FRENOS (P),2,37.64,2014-04-07T13:45:55,91800,8148ab07-5804-4b2b-b37c-5323b394907a
LIMP. INTERNO M,1,33.12,2014-04-07T13:45:55,91800,8148ab07-5804-4b2b-b37c-5323b394907a
SHAMPOO LIMPIAP (P),1,19.72,2014-04-07T13:45:55,91800,8148ab07-5804-4b2b-b37c-5323b394907a
ANTISULFATANTE,1,12.93,2014-04-07T13:45:55,91800,8148ab07-5804-4b2b-b37c-5323b394907a
ANTIRECHINIDOS,1,51.72,2014-04-07T13:45:55,91800,8148ab07-5804-4b2b-b37c-5323b394907a
TAMBODE ACEITE MOTOR,4,65.41,2014-04-07T13:45:55,91800,8148ab07-5804-4b2b-b37c-5323b394907a
CONSUMO DE ALIMENTOS Y BEBIDAS,1,434.48,2014-08-15T12:40:35,,2BD7C13E-6232-4599-BC6E-45F0E117C3F1
ALIMENTOS Y BEBIDA,1,54.31,2014-08-12T10:24:26,78220,88025FE4-07B3-4B36-8A3C-0E0E212E76BE
ALIMENTOS Y BEBIDA,1,58.97,2014-08-12T10:24:26,78220,88025FE4-07B3-4B36-8A3C-0E0E212E76BE
Consumo de Alimentos,1,115.52,2014-07-30T14:58:44,77535,5F05D5F0-F0C0-4B62-8C47-E55A27CD50F0
ALIMENTOS Y BEBIDA,1,169.83,2014-07-29T16:03:16,77000,DA584DE8-B03E-4187-83F1-7DFFB9BCB4D6
CONSUMO,1,181.07,2014-09-11T12:16:14,15620,C1412BE3-B897-4FA5-82B9-53B51D114E78
ALIMENTOS Y BEBIDA,1,80.17,2014-04-03T12:14:23,62749,368321B2-9A27-421E-89FF-211F3F72DDE7
CONSUMO DE RESTAURANTE,1,151.72,2014-09-30T09:34:35,89100,CDF48C0B-6401-4786-A4AE-A733B0F14EFD
008018580738 Peaje Autopista Guanajuato - Silao (Recarga Tarjeta Proximidad),1,300,2014-06-25T12:13:05,36000,BEB71C94-E613-4322-A9BA-7E9175E4AD8D
CONSUMO DE ALIMENTOS,1,352.59,2014-06-10T17:19:54,91897,156B7644-6298-46E1-8EAB-646B846BD000
pago por uso de estacionamiento,1,362.08,2014-09-30T10:55:30,52763,F582E3CD-9E29-414F-9FEE-D45FC28BE372
CONSUMO DE ALIMENTOS,1,158,2014-05-21T23:24:41,40884,cce4ec47-5dae-4dae-b696-0a608ccd7367
CONSUMO,1,231,2014-07-01T16:06:24,81200,445D3ADC-30FE-4468-898C-C92926199FFB
"CONSUMO ALIMENTOS Y BEBIDAS STARBUCKS APTO DE MTY, CHK 1896, 11-07-2014",1,82.76,2014-07-15T10:54:45,15620,A49B0C30-D549-468D-A639-7192BCFE588F
Pago estacionamiento,1,212.07,2014-06-24T13:15:16,4500,113a98f0-0b8d-48e4-b2d8-321f063ab930
CONSUMO DE ALIMENTOS,1,159.48,2014-03-31T16:02:13,89118,02CF36A1-8376-458A-A934-0149745A588E
PROPINA,1,18.5,2014-03-31T16:02:13,89118,02CF36A1-8376-458A-A934-0149745A588E
Pago de peaje efectivo,1,40.52,2014-08-21T10:54:23,62130,5174A354-A6C1-4B7D-AD46-BD332EC25A5F
Pago de peaje efectivo,1,40.52,2014-08-21T10:54:23,62130,5174A354-A6C1-4B7D-AD46-BD332EC25A5F
CONSUMO DE ALIMENTOS,1,186.21,2014-06-19T10:23:49,34000,DC82D599-DD09-4983-86F8-67FF8E0CD7E6
CONSUMO DE ALIMENTOS,1,165.52,2014-05-28T16:47:52,30000,027D3F52-9410-4156-866C-A31DAF9C38BA
CONSUMO DE ALIMENTOS,1,862.07,2014-09-10T22:26:00,38050,1253EBC4-7824-4E73-A3D5-D1AAF9170171
CONSUMO TICKET 17974,1,543.53,2014-08-14T18:54:39,78215,D96A7F41-48FE-4D22-8E9A-DA9E3E9CC8BD
CONSUMO,1,806.8966,2014-05-23T16:40:09,15530,402603ad-f94a-426a-8939-87f8e1034467
300PZ SVETIA,1,102.2,2014-06-03T17:11:40,55000,55834A3A-517E-44F2-9AF9-5D4301901FC9
1.2KG COSTALITO,1,57.81,2014-06-03T17:11:40,55000,55834A3A-517E-44F2-9AF9-5D4301901FC9
1.2KG COSTALITO,1,57.81,2014-06-03T17:11:40,55000,55834A3A-517E-44F2-9AF9-5D4301901FC9
50/125ML DEL VALLE,1,128.9,2014-06-03T17:11:40,55000,55834A3A-517E-44F2-9AF9-5D4301901FC9
50/125ML DEL VALLE,1,128.9,2014-06-03T17:11:40,55000,55834A3A-517E-44F2-9AF9-5D4301901FC9
CONSUMO DE ALIMENTOS,1,350.86,2014-09-18T10:49:20,,66b4eb4d-ad42-4f9a-83b6-a5f749dfbc12
RENTA DE PC (HORA),1,16.37931,2014-06-20T21:56:07,22000,36606436-F514-47D4-AA9A-B58D518D8DAA
FRAC  RENTA DE PC,1,5.09069,2014-06-20T21:56:07,22000,36606436-F514-47D4-AA9A-B58D518D8DAA
SABRI 33 SABRITAS,1,155.51,2014-06-09T16:32:42,72410,3588D594-CF76-40C1-A68F-6208CBFB0FF4
24 600 ML JARRITOS,1,117.42,2014-06-09T16:32:42,72410,3588D594-CF76-40C1-A68F-6208CBFB0FF4
24/340ML BOING LATA,1,122.03,2014-06-09T16:32:42,72410,3588D594-CF76-40C1-A68F-6208CBFB0FF4
Habitacion                         (  2),1,2500.02,2014-06-21T08:54:48,92870,6122b1e2-1256-4d65-92b2-7820a335d9dc
CONSUMO DE ALIMENTOS,1,474.14,2014-06-18T19:54:47,58070,D7644D80-4472-473F-AF66-0418EFA6852C
CONSUMO DE ALIMENTOS Y BEBIDAS,1,129.31,2014-03-18T16:01:27,,67DCF98F-B6AE-E341-8748-B4203AC99ACC
