Country,Country Code,Series,Series Code,1970 [YR1970],1980 [YR1980],1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015]
Angola,AGO,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,60.69201
Angola,AGO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,71.14099
Angola,AGO,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,..,..,..,..,..,0.74033
Angola,AGO,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,81.97994
Angola,AGO,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,..,..
Angola,AGO,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..,..,..,..
Angola,AGO,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,4,4,6,..
Angola,AGO,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,..,..,..,..,..,700770.875,..
Angola,AGO,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,..,..,..,..,..,336536,..
Angola,AGO,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,..,..,..,..,..,364234.8438,..
Angola,AGO,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,..,..,..,..,..,52.48167,..
Angola,AGO,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,..,..,..,..,..,..,..,..
Angola,AGO,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,..,..,..,..,..,..,..,..
Angola,AGO,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,..,..,59869,..
Angola,AGO,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,..,..,27074,..
Angola,AGO,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,..,..,217525,..
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,901.0473674,387.9574927,606.2722922,2063.922202,3928.824514,..
Angola,AGO,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,2.60753,2.7762,..,..
Angola,AGO,Government expenditure in post-secondary non-tertiary institutions as % of GDP (%),UIS.XGDP.4.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Angola,AGO,Government expenditure in pre-primary institutions as % of GDP (%),UIS.XGDP.0.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Angola,AGO,Government expenditure in primary institutions as % of GDP (%),UIS.XGDP.1.FSGOV.FDINSTADM.FFD,..,..,..,..,..,1.01328,..,..
Angola,AGO,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,..,1.53295,..,..
Angola,AGO,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,..,..,..,..
Angola,AGO,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,..,..,..,..
Angola,AGO,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,..,..,..,..
Angola,AGO,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,..,..,..,..,..
Angola,AGO,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,..,..,..,..,..
Angola,AGO,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,..,..,..,..,..
Angola,AGO,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,..,..,..,..,..
Angola,AGO,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,..,..,..,..,..
Angola,AGO,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,..,..,..,..,..
Angola,AGO,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,..,..,..,..,..
Angola,AGO,Internet users (per 100 people),IT.NET.USER.P2,..,..,0,..,0.105045562,1.143366827,10,..
Angola,AGO,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,..,..,..,..,..
Angola,AGO,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,..,..,..,..,..
Angola,AGO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,47.5806058,49.09333685,48.42079503,46.86907059,45.89498033,..
Angola,AGO,"Labor force, total",SL.TLF.TOTL.IN,..,..,4118283,4899394,5602376,6532581,7668392,..
Angola,AGO,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,..,..,..,..,..,..,..,..
Angola,AGO,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,..,..,..,..,..,..,..,..
Angola,AGO,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,11,11,11,..
Antigua and Barbuda,ATG,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,531,..,1038,..
Antigua and Barbuda,ATG,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,372,..,490,..
Antigua and Barbuda,ATG,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,1236,..,2294,..
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,1565.648635,6325.240905,7230.320637,10094.75906,12079.8657,13017.31039,..
Antigua and Barbuda,ATG,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Government expenditure in post-secondary non-tertiary institutions as % of GDP (%),UIS.XGDP.4.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Government expenditure in pre-primary institutions as % of GDP (%),UIS.XGDP.0.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Government expenditure in primary institutions as % of GDP (%),UIS.XGDP.1.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,57.60286,..,30.48217,..
Antigua and Barbuda,ATG,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,67.77685,..,35.4494,..
Antigua and Barbuda,ATG,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,45.7971,..,24.9826,..
Antigua and Barbuda,ATG,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Internet users (per 100 people),IT.NET.USER.P2,..,..,0,2.200768802,6.482225737,27,47,..
Antigua and Barbuda,ATG,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,..,..,..,..,..,..,90.07538,..
Antigua and Barbuda,ATG,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,..,..,..,..,..,..,99.26017,..
Antigua and Barbuda,ATG,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,..,..,..,..,..,..,80.53777,..
Arab World,ARB,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..,..,..,..
Arab World,ARB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,41.02476597,55.00318142,55.00318142,68.58592138,68.58592138,..
Arab World,ARB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,54.53756207,65.94878945,65.94878945,76.95204416,76.95204416,..
Arab World,ARB,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,0.610412885,0.721431497,0.721431497,0.811361869,0.811361869,..
Arab World,ARB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,67.20822405,76.24172446,76.24172446,84.53185197,84.53185197,..
Arab World,ARB,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,..,..
Arab World,ARB,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..,..,..,..
Arab World,ARB,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,..,..,..,..
Arab World,ARB,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,1324360.5,1568905.625,1455511,1195229,1447694.5,1262594.875,..
Arab World,ARB,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,681138,789870.4375,729895.9375,570578.6875,711104.25,630568,..
Arab World,ARB,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,643222.5,779035.1875,725615,624650.25,736590.1875,632026.875,..
Arab World,ARB,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,78.85331,83.79735,86.06508,90.0134,90.89515,91.47824,..
Arab World,ARB,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,..,77.8034,81.55573,84.75629,90.04551,..,92.87402,..
Arab World,ARB,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,..,79.55315,85.42576,87.01797,89.96368,..,90.35655,..
Arab World,ARB,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,..,..,..,..
Arab World,ARB,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,..,..,..,..
Arab World,ARB,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,..,..,..,..
Arab World,ARB,GDP per capita (current US$),NY.GDP.PCAP.CD,250.4886429,2031.556177,2003.988071,2076.008329,2615.682751,3796.021804,6032.961957,..
Arab World,ARB,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Arab World,ARB,Government expenditure in post-secondary non-tertiary institutions as % of GDP (%),UIS.XGDP.4.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Arab World,ARB,Government expenditure in pre-primary institutions as % of GDP (%),UIS.XGDP.0.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Arab World,ARB,Government expenditure in primary institutions as % of GDP (%),UIS.XGDP.1.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Arab World,ARB,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Arab World,ARB,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,..,..,..,..
Arab World,ARB,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,..,..,..,..
Arab World,ARB,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,..,..,..,..
Arab World,ARB,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,..,..,..,..,..
Arab World,ARB,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,..,..,..,..,..
Arab World,ARB,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,..,..,..,..,..
Arab World,ARB,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,..,..,..,..,..
Arab World,ARB,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,..,..,..,..,..
Arab World,ARB,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,..,..,..,..,..
Arab World,ARB,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,..,..,..,..,..
Arab World,ARB,Internet users (per 100 people),IT.NET.USER.P2,..,..,0,0.017025049,1.139541123,8.393141725,26.7472509,..
Arab World,ARB,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,..,..,..,..,..
Arab World,ARB,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,..,..,..,..,..
Arab World,ARB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,20.78861567,20.45579102,21.19321799,21.42189256,22.04143761,..
Arab World,ARB,"Labor force, total",SL.TLF.TOTL.IN,..,..,62424351,72694148,83092143,97367890,114853248,..
Arab World,ARB,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,28.57633,37.39297,48.25116,52.66922,57.08677,64.32895,65.87077,..
Arab World,ARB,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,..,29.0269,41.76253,48.09053,54.24492,62.45746,65.71189,..
Arab World,ARB,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,..,45.41245,54.47661,57.10319,59.8276,66.1385,66.01329,..
Argentina,ARG,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,14622.72669,..,11230.7281,..
Argentina,ARG,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,93.58089,..,..,..,..,..,98.13044
Argentina,ARG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,93.91286,..,..,..,..,..,98.08516
Argentina,ARG,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,0.99276,..,..,..,..,..,1.00096
Argentina,ARG,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,94.26339,..,..,..,..,..,98.03677
Argentina,ARG,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,14203.65004,..
Argentina,ARG,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,9027.272369,..,13768.13601,..
Argentina,ARG,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,10,10,13,..
Argentina,ARG,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,..,..,..,86335.96094,97726.64844,35137.89844,..
Argentina,ARG,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,..,..,..,32687.18164,40993.01172,15250.09277,..
Argentina,ARG,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,..,..,..,53648.78125,56733.63281,19887.80469,..
Argentina,ARG,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,28.99262,..,..,..,..,..,..,..
Argentina,ARG,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,33.34006,..,..,..,..,..,..,..
Argentina,ARG,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,24.37549,..,..,..,..,..,..,..
Argentina,ARG,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,503335,532664,577984,..
Argentina,ARG,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,..,..,..,..
Argentina,ARG,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,..,..,..,..
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,1317.487535,2738.284626,4318.774568,7373.427403,7669.273709,5640.848503,11198.64257,..
Argentina,ARG,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,3.93922,..,4.58268,..
